255,"Jiangxi Shihutang Navigation and Hydropower Complex Project","China","Project ID: P101988: The development objective of the Jiangxi Shihutang Navigation and Hydropower Complex Project for China is to improve utilization of the Gan River for more reliable freight transport and for cleaner energy production through: (a) improving inland waterway transport capacity and service levels for primary and secondary industries in the Nanchang-Ganzhou corridor of the Gan River; and (b) generating renewable electricity to help meet rapidly growing demand for energy in the region. There are three components to the project. The first component of the project is construction of Shihutang complex, which is a single integral infrastructure unit consisting of 23 sets of sluice gates, one grade third ship lock, one powerhouse of 120 MW installation capacity, and two sections of connection dam. The second component of the project is flood protection works, which consist of approximately 43km of dikes and 56km of diversion canals, about six sets of pumping stations, two sets of free drainage sluices and two sets of regulating sluices. The third and final component of the project is technical assistance (TA), which consists of two technical studies and a capacity building program which aim to build the institutional and technical capacities of the implementing agency.  ALSO Project ID: P101512 as a carbon offset project. ","","","","Large hydropower (over 10 MW)"
256,"Fifth Poverty Reduction Support","Laos","Project ID: P110109: The Fifth Poverty Reduction Support Operation Program (PRSO-5) for Lao People's Democratic Republic aims to support the Government's priorities as outlined in its National Socio-Economic Development Plan (NSEDP) and supported by the country assistance strategy (CAS), namely by: (i) sustaining growth through improved investment climate and competiveness; and (ii) improving social outcomes by improving the quality of the public finance management framework and service delivery mechanism in the health and education sectors. PRSO-5 will contribute to the achievement of these objectives through improving management of key areas (regional integration, private sector development, and quality of investment in natural resource sector) and through strengthening of public financial management and service delivery capacities and targeted poverty reduction programs. Energy and mining (Power) (12%) Project documents suggest that the power portion is to implement social and environmental safeguards for large hydro. ","","","","Policy Loan - Other"
257,"Liberia - Support from Extractive Industries -Technical Advisory Facility","Liberia","Project ID: P118075: No project documents available","","","","Policy Loan - Fossil Fuel"
258,"DR of Congo-Extractive Ind.Trans.Initiat","Democratic Republic of Congo","Project ID: P098842: No project documents available","","","","Policy Loan - Fossil Fuel"
259,"HT (AF) Electricity Loss Reduction Project","Haiti","Project ID: P112164: The objective of the Additional financing for the Electricity Loss Reduction Project for Haiti is to contribute to the sustainable improvement in the quality of electricity services to customers and to the strengthening of the financial and operational performance of the public electricity utility Electricite' d 'Haiti (EDH). The additional financing will: (i) improve the management of the utility by providing a two year program of technical assistance to EDH; (ii) finance cost overruns for the two customer systems and the remote meters; and (iii) help strengthen the capacity of the ministry of public works to oversee the energy sector and cover additional project management costs.","","","","Policy Loan - Other"
260,"Kazakhstan Moinak Electricity Transmission Project","Kazakhstan","The objective of the Moinak Electricity Transmission Project for Kazakhstan is to increase and improve the supply of electricity to business enterprises and households in southern Kazakhstan in an economically and environmentally sustainable manner. There are three components to the project. The first component of the project is construction of transmission lines. The second of the project is modernization of SS. The third component of the project is consulting and technical services. ","","","","Transmission and distribution - Other"
261,"Mexico Environmental Sustainability Development Policy Loan","Mexico","Project ID: P095510: The Environmental Sustainability Development Policy Loan (DPL) supports the Government of Mexico's medium-term, outcome-based program to promote sustainable development. The overarching objective of the DPL operation is to balance socio-economic development with environmental protection and improvement. The operation will complement actions supported by the recently approved climate change DPL and will further pursue the general objectives of a previous Environment DPL Program, by integrating environmental concerns in the sectoral policies and programs of key development sectors: tourism, energy, forestry, water, agriculture, and housing as prioritized by the government of Mexico (GOM). The original Environment DPL Program supported environmental mainstreaming in four of these sectors (tourism, energy, forestry, and water); the other two (agriculture and housing) have been included at the GOM's request. Macroeconomic risks are associated with effects on the Mexican economy of: (i) a sharper slowdown of the US (and global) economy, decelerating growth of non-oil exports and reducing the flow of workers' remittances, (ii) higher levels of international commodity and food prices leading to further pressures on domestic inflation, (iii) increased uncertainty with respect to credit conditions for the access of emerging markets to the international capital markets, and (iv) declining oil production. However, several factors are in place to reduce these risks, including: a healthy financial system that has begun to expand domestic credit as a share of GDP; more dynamism in exports to non-US destinations; favorable terms of trade with high oil prices; and the further consolidation of prudent macroeconomic policies in both the fiscal and monetary realms.","","","","Policy Loan - Fossil Fuel"
262,"Georgia - Supplemental Credit for Fourth Poverty Reduction Support Operation","Georgia","Project ID: P114167: The Fourth Poverty Reduction Support Operation (PRSO) for Georgia will provide supplemental budget support to the Government to help efforts to sustain implementation of the PRSO program in the face of unanticipated budget constraints associated with the August 2008 conflict. The PRSO reform program focuses on four critical reform pillars: (i) strengthening public sector accountability, efficiency, and transparency; (ii) improving electricity and gas sector services; (iii) improving the environment for private sector development; and (iv) improving social protection, education, and health care services.","","","","Oil and gas"
263,"Second Government Reform & Growth Credit","Sierra Leone","Project ID: P102040: Twenty percent of this loan is allocated to energy and mining. The Second Governance Reform and Growth Credit (GRGC-2) Project will be the second in a programmatic series in support of Sierra Leone's transition from post-conflict recovery to sustainable development. The operation supports reform measures to: (i) preserve the fiscal space needed for poverty reduction; (ii) promote efficiency, transparency and accountability in the use of public resources through enhanced public financial management and governance; and (iii) improve the investment climate and promote exports. ","","","","Policy Loan - Fossil Fuel"
264,"Solar PV Systems to Increase Access to Electricity Services in Ghana","Ghana","Project ID: P105617: The objective of the Solar PV System to Increase Access to Electricity Services Project is to increase electricity access via solar photovoltaic systems to poor rural households in remote regions of Ghana where solar photovoltaic (PV) systems are the least cost technology option and grid service will not arrive for ten years or more. There are three components to the project. The first component of the project is subsidies for solar PV systems. The project will fund output-based subsidies to private dealers for the sale, installation, and after-sale service for solar home systems of different sizes for rural households. The second component of the project is the transaction support. It is worth noting that the provision of technical assistance is consistent with emerging practices for off-grid electrification, which indicate that successful off-grid electrification projects require substantial accompanying technical assistance resources, both for the transaction and supervision, given that: (i) these are nascent markets, and (ii) governments typically lack experience and capacity to oversee these new transactions. The third component of the project is the project supervision by the Bank. Project supervision covers the work of the task team leader, the technical specialists, and the fiduciary and safeguards staff for the supervision of the Global Partnership Output-Based Aid (GPOBA) subsidies.","","Energy Access","","Solar"
265,"Cofinancing Grant to PNPM for Decentralized Management of Natural Resources and Renewable Energy","Indonesia","Project ID: P112632: No project description available.","","","","Policy Loan - Clean"
266,"Cote d'Ivoire: Extractive Industries Transparency Initiative Implementation","Cote d'Ivoire","Project ID: P106341: No project description available.","","","","Policy Loan - Fossil Fuel"
267,"Power System Development IV - Additional Financing","India","Project ID: P112798: The objective of the Fourth Power System Development Project (PSDP-IV) is to strengthen India's electricity transmission system in order to increase reliable power exchange between regions and states of India. The additional loan will support additional transmission investments initiated under the ongoing PSDP-IV to scale-up the project's impact and development effectiveness. The schemes to be financed have been selected based on least-cost technical and economic criteria with adequate social and environmental safeguards. The project is expected to have a positive development impact in terms of expanding the transmission system and capacity, reducing transmission losses and the consequent reduction in cost of energy. In addition, it will contribute to the clean energy initiative through both the ability to transfer surplus hydro energy to power deficit regions in India and the avoidance of building generation facilities.","","","","Transmission and distribution - fossil fuel"
268,"Afghanistan Power System Development Project","Afghanistan","Project ID: P111943: No project description available.",NULL,NULL,NULL,NULL
269,"Bangladesh Food Crisis Development Support Credit","Bangladesh","Project ID: P112761: Twelve percent of this IDA loan is allocated to Energy and mining (Oil and gas). The Food Crisis Development Support Credit Project in Bangladesh along with the Government of Bangladesh (GOB) has sought to reduce the impact on the most vulnerable groups: (i) food grain, particularly rice, is being made available to the poor at subsidized prices; (ii) existing safety net programs are being scaled up; (iii) a new safety net program, an employment guarantee scheme, has been initiated to help people in distressed areas-such as those that periodically suffer from extreme food shortages, known in the local dialect as Monga-abtain employment during lean agricultural periods; and (iv) ensuring the adequate and timely availability of farm inputs including seeds, fertilizer and diesel to farmers. The FY09 budget has significantly increased allocations to assist the poor deal with the food crisis. GOB has requested all stakeholders including the development partners to assist in this effort. The Bank has been requested to provide budget-support under its Global Food Response Program (GFW) to assist GOB'S measures to maintain macroeconomic stability, ensure food security in the immediate short-run, and help those affected by rising food prices.","","","","Oil and gas"
270,"Improvement of Extractive Industries Management in Guinea","Giunea"," 
Project ID: P114943: No project description available","","","","Oil and gas"
271,"Ethiopia Electricity Access Rural Expansion Project, Phase II - GPOBA","Ethiopia","Project ID: P105651: The objective of the Electricity Access Rural Expansion Project in Ethiopia is to increase access to electricity in rural towns and villages with grid access, by assisting Ethiopian Electric Power Corporation (EEPCo) in its connection fee financing program, extending loan tenors of five years. There are three components to the project. The first component of the project is subsidy. The Global Partnership Output-Based Aid (GPOBA) subsidy is a three year program consisting of a payment of US$35 per connected households (hh) to EEPCo in order to help the utility defray its working capital costs of providing a five-year loan to the customer. The second component of the project is output monitoring and verification (M&V)/auditing. This component will finance the monitoring and verification of outputs and auditing over the three-year period. In addition, the project will be subject to an external audit. An independent credible organization, yet to be identified, will be contracted. The third component of the project is the World Bank (WB) supervision to be performed over the three years of the GPOBA project. The project supervision covers the work of the task team leader, the technical specialists, and the fiduciary and safeguards staff for the supervision of GPOBA subsidies. Supervision will take place in conjunction with the other three energy access projects currently financed by the WB, which will enable a reduction in costs and better synergy among the multiple electrification efforts.","","Energy Access","","Transmission and distribution - Clean"
272,"AR PERMER Renewable Energy Additional Financing","Argentina","Project ID: P110498: The additional financing loan will help finance the costs associated with the scaling up of activities to enhance the development impact of the project in the period 2008-2011, the AF operation will support fundamentally the same objectives and type of activities carried out under the original operation, including those added pursuant to the amendments to the original loan agreement during the period of project implementation. The primary purpose of the AF operation is to expand the scale and geographical scope of the project. It is envisioned that it will support the installation of about 15,500 solar home systems, 21 mini-grids, 140 solar-thermal systems, 630 solar PV systems to supply rural schools and public services, 30 solar powered water pumps and 2 biomass generation projects in the period 2009-2011. The scale-up activities will also continue to support key technical assistance activities as well as project administration.","","Energy Access","","Solar"
273,"Paraíba Second Rural Poverty Reduction","Brazil","Project ID: P104752: Ten percent of this total loan is allocated to the energy power sector. The Second Paraiba, Brazil Rural Poverty Reduction Project (COOPERAR II) project will support the efforts of the Government of Paraiba to reduce the incidence of rural poverty by: (a) improving access to small-scale socioeconomic infrastructure and services; (b) raising incomes and capital assets through investments in productive activities and facilitating linkages between small producers and national and international markets; and (c) strengthening the capacity of Municipal Councils (MC) and Community Associations (CA) to raise funding and harmonize policies and institutional arrangements for delivery of public investments intended to benefit the rural poor. ","","Energy Access","","Transmission and distribution - Other"
274,"Eco-Farming Project","China","Project ID: P096556: The Eco-Farming Project for China development objective is to deliver direct environmental and economic benefits from the integration of biogas in farming and cooking in rural households. In addition, the project aims to reduce greenhouse gas emissions through methane combustion and reduced burning of coal and firewood in the project areas. There are three components to the project. The first component is integrated eco-farming systems. This component comprises two sub-components, (a) integrated household systems, and (b) community development, will assist farmer households to integrate biogas into their production systems to improve the environmental impact, quality and efficiency of farm production, and to improve the households' living conditions. The component aims to demonstrate best technical practices for biogas that the local governments can consider for replication in the wider National Rural Biogas Program, as well as generating both private and public good benefits. The second component is local technical extension and biogas service system. This component will strengthen and expand the existing rural energy and agricultural extension services to improve the technical support systems for operation and maintenance of the biogas systems, and facilitate integration of the existing rural energy and agriculture support services.","","Energy Access","","Biomass"
275,"Energy Efficiency in Public Buildings","Montenegro","Project ID: P107992: The development objective of the Montenegro Energy Efficiency (MEE) Project is to improve energy efficiency performance in targeted public sector buildings in order to provide a demonstrated basis for development of a sustainable energy efficiency improvement program in the public sector in Montenegro. There are two components to the project. The first component of the project is energy efficiency improvement in public sector buildings across Montenegro. This component will focus on financing energy efficiency retrofitting in public sector buildings. The investment packages for the candidate buildings will finance energy efficiency measures designed to have demonstrable energy savings including, among others, retrofitting for improvement of heating systems, insulation, thermostatic valves and other installations in these buildings, as well as heat substations and networks. The second component of the project is technical assistance for project implementation. ","","","","End use energy efficiency"
276,"Second Infrastructure Development Policy Loan","Indonesia","Project ID: P111905: Commencing in 2007, the Infrastructure Development Policy Loan (IDPL) series has rapidly assumed central importance in the dialogue between the Government of Indonesia and the World Bank concerning the Government's infrastructure reform program. The program is built around four areas of engagement: national infrastructure (e.g. electricity and roads); subnational infrastructure (e.g. water); public-private partnerships; and cross-cutting governance issues including land acquisition, environment, and procurement. The common theme in each of these areas is to increase the amount and effectiveness of infrastructure spending, in order to contribute to economic growth and poverty reduction.","","Energy Access","","Policy Loan - Other"
277,"Supplemental Financing for Mexico Environmental Sustainability DPL","Mexico","Project ID: P115101: The overarching objective of the Environmental Sustainability Development Policy Loan (DPL) Project for Mexico operation is to balance socio-economic development with environmental protection and improvement. The Energy and mining (General energy sector) is allocated 25% or USD$ 100,250,750, of this total loan of USD $401,003,000. ","","","","Policy Loan - Fossil Fuel"
278,"Development Policy Lending 3 (DPL 3)","Ukraine","Project ID: P107365: Sixteen percent or USD $80,000,000 of the total loan, USD $500,000,000, is allocated to the power sector. This operation supports executive actions to reduce the quasi-fiscal deficit in the energy sector as well as to improve the business environment for new firm growth by reducing the frequency and costs of business inspections. ","","","","Policy Loan - Fossil Fuel"
279,"Financing Public Private Partnerships (PPPs) in Infrastructure through Support to the India Infrastructure Finance Company Ltd","India","Project ID: P102771: The objective of the Financing Public Private Partnerships (PPP) in Infrastructure through Support to India Infrastructure Finance Company Limited (IIFCL) Project is to increase the availability of long-term financing for infrastructure PPP projects. There are two components the project, the first component being long-term finance to infrastructure projects. This component will provide long-term funds to the IIFCL for on-lending to PPP-based infrastructure projects. The Bank team has carried out a pipeline review to identify projects eligible for financing through the International Bank for Reconstruction and Development (IBRD) loan. Based on the review, which was updated to factor in the impact of the recent global financial crisis on Indian infrastructure, the team believes that there will be a sufficient number of good sub-projects for the IIFCL to support through the proposed IBRD loan. The pipeline of sub-projects being considered includes selected power, roads, and ports projects. The second component is capacity building. Energy and mining (General energy sector) (25%) ","","","","Policy Loan - Other"
280,"SVP-Additional Grant Financing Regional Power Trade - II","African, regional/multi-country","Project ID: P116745: Support of Nile Basin countries in developing tools for improving access to reliable, low cost, and sustainably generated power with the objective to facilitate the development of regional power markets.","","","","Policy Loan - Other"
281,"Third Infrastructure Development Policy Loan","Indonesia","Project ID: P115102: The Third Infrastructure Development Policy Loan Program for Indonesia is intended to: (i) increase the quantity and efficiency of central Government spending on infrastructure through improved public service obligation (subsidy) policy, and expenditure planning and budgeting; (ii) improve sub-national infrastructure services through increased sub-national government spending and an improved incentives framework; (iii)in crease private investment in infrastructure through the establishment of a fiscally sound, credible and transparent Public-Private Partnership (PPP) framework; and (iv) enhance governance for infrastructure through improved land acquisition, environmental protection, and procurement and audit processes within the Ministry of Public Works. Energy and mining (Power) (32%) ","","","","Policy Loan - Other"
282,"Madagascar-Extractive Industries Transparency Initiative Implementation","Madagascar","Project ID: P105735: No project description available.","","","","Oil and gas"
283,"Nigeria Phase II: EITI Implementation","Nigeria","Project ID: P114267: No project documents available.","","","","Policy Loan - Fossil Fuel"
284,"Providing Affordable and Reliable Solar Systems in Northern Tanzania","Tanzania","Project ID: P114094: No project description available.","","","","Solar"
285,"Power to the Poor: Off-Grid Lighting from Cassava Waste in Nigeria","Nigeria","Project ID: P114089:No project description available.","","Energy Access","","Biomass"
286,"Zambia: Extractive Industries Transparency Initiative Implementation","Zambia","Project ID: P109092: No project description available. ","","","","Policy Loan - Fossil Fuel"
287,"Village Lighting Solutions to improve Education, Health, Safety and Productivity in Rural Namibia","Namibia","Project ID: P114087: No project description available.","","Energy Access","","Solar"
288,"Lighting the way","Zambia","Project ID: P114091: No project description available.","","","","Transmission and distribution - Other"
289,"Recharging Fees for Lamps can buy Hours of Solar Light","Uganda","Project ID: P114082: No project description available.","","","","Solar"
290,"One Child one Solar Light","Ghana","Project ID: P114088: No project description available.","","Energy Access","","Solar"
291,"Additional Financing for the VIP 2","Kyrgyz Republic","Project ID: P115524: The objective of the Second Village Investment Project (VIP) for Kyrgyz Republic is to assist the recipient with: a) improving governance and capacity at the local level; b) strengthening the provision of, and access to, essential infrastructure services; and c) supporting private group-owned small scale enterprise development. The additional financing will help finance the costs associated with an unanticipated financing gap as a result of a cost overrun in the completion of village investment micro-projects and retrofit technically complex micro projects where needed. The additional financing will also be used for reviewing the structural soundness of already completed technically complex projects and for rectifying any deficiencies that could cause public safety risks. Energy and mining (Power) (8%)","","","","Policy Loan - Other"
292,"Lights for life in Sub-Saharan Africa","Eastern Africa","Project ID: P114086: No project description available. LED lighting given to African children by the NGO Light for Life International.","","Energy Access","",NULL
293,"Karnataka Municipal Water Energy Efficiency Project","India","Project ID: P100352: No project documents available. Energy and mining (District heating and energy efficiency services) (50%) ","","Carbon Finance","","End use energy efficiency"
294,"Family Pedal Power and Lighting Project East Africa","Tanzania","Project ID: P114092: No project description available","","Energy Access","","Solar"
295,"Programmatic Private Financial Development Policy Loan 2","Serbia","Project ID: P115958: This program document presents the second in the series of three Programmatic Private and Financial Development Policy Loans (PFDPLs) to the Republic of Serbia to support the Government's structural reform program and mitigate the effects of the global economic crisis. The objective of the second PFDPL is to support the reform actions in three policy areas: (i) enhancing business enabling environment to encourage new private sector investments; (ii) strengthening financial discipline by enforcing hard budget constraints and continued reform of enterprise sector and public utilities; and (iii) building a more efficient and stable financial sector through continued restructuring of state holdings in banking and insurance sectors, enhancing crisis preparedness, and encouraging development of the capital markets. Energy and mining (General energy sector) (10%) ","","","","Policy Loan - Other"
296,"Sierra Leone: EITI","Sierra Leone","Project ID: P099939: No project description available.","","","","Oil and gas"
297,"Commercial Agriculture Development","Nigeria","Project ID: P096648: Total IDA loan amount is 150,000,000, of which 18%, or 27,000,000 is allocated to power sector. The second component of the project is rural infrastructure. This component will provide resources for construction of new roads, rehabilitation of existing ones and maintenance of roads to communities, and selected agricultural activities. Depending on their location, length and standards, roads will be provided and maintained using the various forms of performance-based contracting. There are two subcomponents: a) network of farm access roads; and b) rural energy.","","Energy Access","","Transmission and distribution - Other"
298,"First Programmatic Public Finance and Social Sector Development Policy Loan","Dominican Republic","Project ID: P115145: The objective of the Public Finance and Social Sector Development Policy Loan Program for Dominican Republic (DR) is to improve the quality and efficiency of public spending, especially for poverty reduction and human development. The DR is a middle income country on the eastern part of the Caribbean island of Hispaniola, which it shares with Haiti. With a population of 9.8 million and a land area of 48,700 sq km, it is on both dimensions the second largest country in the Caribbean, after Cuba. Tourism, mining, and light manufacturing are the main exports. Energy and mining (Power) (45%) ","","","","Policy Loan - Other"
299,"Emergency Energy Assistance Project - Additional Financing","Kyrgyz Republic","Project ID: P119227: The objective of the Additional Financing for the Emergency Energy Assistance Project (EEAP) for Kyrgyz Republic is to increase the volume and reliability of the national energy supply, especially thermal power in the winter season, thereby supporting implementation of the Energy Emergency Mitigation Action Plan (EEMAP).The additional financing will help finance costs associated with the following: (i) a scale-up of project activities for the provision of equipment, materials, and spare parts to increase thermal power generation and heat output at the Bishkek combined heat and power plant for the 2009-10 winter; and (ii) corresponding scale up of the support for project management. No major change is anticipated in EEAP design, except that project indicators will be altered to include the scale up and the project closing date will be extended by a year until May 31, 2011.","Power plants in Bishkek and Osh are major providers of heat for the district heating systems of the major cities of the country, and they employ coal as the primary fuel and either natural gas or fuel oil as secondary fuel. ","","","Oil and gas"
300,"Hydropower - Additional Financing","Ukraine","Project ID: P115515: The main objective of the Additional Financing for the Hydropower Rehabilitation Project is to improve operational stability and reliability of power supply by increasing regulating capacity, efficiency and safety of hydroelectric plants, and therefore, facilitate unimpeded operation and opening up of the electricity market in Ukraine. The additional loan will help finance the costs associated with a financing gap for rehabilitation of the Kremenchuk hydropower plant and the Dniprovska two hydropower plants which are included in component A of the Hydropower Rehabilitation Project. The design, components, development objectives, implementation schedule, and expected outcomes of the Hydropower Rehabilitation Project will remain the same.","The Kremenchuk HPP has a total of six units and two hydro turbines. After modernization, the capacity of the HPP will rise from 58 MW to 62 MW with the efficiency coefficient increasing by four percent. Modernization will increase the operational life of the power plant by 30 to 40 years. The project will help increase the installed capacity of the Dnipro Hydropower Cascade by about 400 MW and its production by about 500 GWh, which is equivalent to building a major new hydropower plant. ","","","Large hydropower (over 10 MW)"
301,"Governance Reform and Growth Grant - 3","Sierra Leone","Project ID: P107335 The Governance Reform and Growth Credit Program is the third in a series of three development policy operations in support of Sierra Leone's transition from post-conflict recovery to sustainable development in the context of its Poverty Reduction Strategy (PRS). The operation includes reform measures in support of the following development objectives: (i) preserve the fiscal space needed for poverty reduction; (ii) promote efficiency, transparency and accountability in the use of public resources through enhanced public financial management and governance; and (iii) improve the investment climate by ensuring the provision of electricity in a fiscally sustainable manner. Energy and mining (Power) (17%) ","","","","Policy Loan - Other"
302,"Sao Tome&Principe-Ext.Ind.Trans.Initiati","Sao Tome and Principe","Project ID: P098847: Sao Tome and Principe Extractive Industries Transparency Initiative. No project description available.","","","","Oil and gas"
303,"Poverty Reduction Support Credit (PRSC1)","Zambia","Project ID: P107218: The objectives of the First Poverty Reduction Support Credit Program (PRSC-1) for Zambia will be to contribute towards: a) preserving macroeconomic stability and improving public sector performance; and b) supporting broad-based growth by improving efficiency in the energy sector and reducing the costs of doing business This program document presents a Development Policy Operation (DPO) to the Republic of Zambia for SDR 12.9 million (US$20 million equivalent) to finance the PRSC-1, designed to further the government's reform program in support of Zambia's Fifth National Development Plan (FNDP). The operation is part of a collective effort by the Government of the Republic of Zambia (GRZ) and Poverty Reduction Budget Support (PRBS) cooperating partners. The PRSC-1 is being designed and implemented within a harmonized framework for the provision of budget support in Zambia. This framework comprises a multi-year Performance Assessment Framework (PAF) and a common review process aimed at reducing transaction costs for the GRZ and the cooperating partners. Energy and mining (Power) (25%) ","","","","Policy Loan - Other"
304,"Fifth Poverty Reduction Support Grant-PRSC 5","Benin","Project ID: P107498: Thirteen percent, or $390,000, of this $30,000,000 IDA loan is allocated to the energy power sector. The overall objective of the Fifth Poverty Reduction Strategy Credit (PRSC-5) Project is to support implementation of Benin's poverty reduction strategy. Specifically, it will support: (i) modernizing the regulatory framework and policy environment for private investment and infrastructure; (ii) increasing progress toward the Millennium Development Goals (MDGs) by raising the quality, efficiency, and access for basic social services; and (iii) promoting better governance through public financial management reforms. ","","","","Transmission and distribution - Other"
305,"Belarus DPL","Belarus","Project ID: P115700: This document describes the Development Policy Loan (DPL) for $200 million that supports the Government's program aimed at addressing the social impact of the crisis, while advancing the structural reforms to foster economic recovery. The reforms supported by this operation aim at strengthening social assistance programs to function better as a cushion to protect the poorest and those vulnerable to fall into poverty due to the economic slowdown and future reforms. Moreover, this operation supports a significant structural reform agenda aimed at unlocking new sources of recovery and medium term growth, particularly through further price liberalization, reducing the costs of entry for new businesses, reducing regulatory and administrative costs of operation for the private sector, reducing subsidies, and eliminating inefficient taxes. At the same time, it supports initial steps in setting the legal and institutional basis for an adequate and transparent privatization process. Energy and mining (General energy sector) (10%) ","","","","Policy Loan - Other"
306,"Power Sector Efficiency Enhancement Project (PROMEF)","Honduras","Project ID: P104034: The development objective of the Power Sector Efficiency Enhancement Project (PROMEF) for Honduras is to improve National Electric Power Company (ENEE) operational and financial performance, thus contributing to the sustainability of the power sector in Honduras. The project changes are: (i) The CPME (Comision Presidencial de Modernizacion del Estadowas) originally entrusted with the fiduciary (i.e. financial management and procurement) and monitoring and evaluation responsibilities of the project in order to ensure timely execution and full compliance with Bank rules without imposing an excessive burden on the administrative capacity of ENEE, ENEE will be responsible for the technical aspects of the project. CPME was also supposed to be responsible for preparing all of the progress reports with the technical inputs from ENEE and for ensuring that all of the project documents developed by the ENEE team comply with the requirements stated in the Operational Manual of the project; (ii) under the new institutional arrangements, the UAP-SDP (Unidad Administradora de Proyectoshas - Secretaria de Presidencia) assumed all the responsibilities previously entrusted to CPME. In addition the project coordination unit (PCU) formerly housed in the CPME will now be housed in the UAP-SDP; and (iii) the Bank has carried out a capacity assessment of the new UAP-SDP. The new institutional arrangements were found to be acceptable from the technical, fiduciary, and safeguards perspectives.","","","","Policy Loan - Fossil Fuels"
307,"Street Lighting Energy Efficiency","India","Project ID: P107069: The project consists of sale of the first 500,000 emissions reductions (ERs) resulting from improvements in the efficiency of street lighting at seven municipalities in India, including Latur, Akola, Pune, Amritsar, and others to the World Bank-managed Spanish Carbon Fund.  ","","Carbon Finance","","End use energy efficiency"
308,"Additional Financing for Energy II Project","Moldova","Project ID: P113569: The objectives of the Second Energy Project for Moldova were to: (a) improve the security and reliability of the electricity transmission system and wholesale electricity supply and facilitate unimpeded commercial operation of the power system and (b) improve the availability, quality, and efficiency of heating in selected buildings. The additional financing will scale up the second component of the project by improving the heating supply for around 18 additional public institutions located throughout the country (in 10 rayons /administrative units), including hospitals, educational buildings (schools and kindergartens), and social assistance centers. Financing additional improvements in supply and distribution of heat and demand side measures for heat and hot water consumption in selected public buildings will mitigate the adverse impact of energy price increases on vulnerable groups.","","","","Transmission and distribution - Fossil fuel"
309,"Cape Verde - DPL 1/PRSC V","Cape Verde","Project ID: P113306: The Fifth Poverty Reduction Support Credit (PRSC V) Program is the first operation of a new series of three one-year operations to support the implementation of the Government's Growth and Poverty Reduction Strategy, as presented in the Second Growth and Poverty Reduction Strategy Paper (GPRSP-II). The new series will support policies and institutions aimed at developing a dynamic private sector to be the engine of sustainable growth and poverty reduction. Energy and mining (Power) (10%) ","","","","Policy Loan - Other"
310,"Kyrgyz Rep-Extractive Ind. Trans. Init.","Kyrgyz Republic","Project ID: P098453: No project description documents available.","","","","Oil and gas"
311,"Timor-Leste-Extractive Industries Transparency Initiative Implementation","Timor-Leste","Project ID: P098849: No project description documents available.","","","","Oil and gas"
312,"Albania: Extractive Industries Transparency Initiative Implementation","Albania","Project ID: P116632: No project description documents available.","","","","Policy loan - Fossil Fuels"
313,"NELSAP Power Development Program","African, regional/multi-country","Project ID: P116941: No project documents available","","","","Policy Loan - Other"
314,"Wenchuan Earthquake Recovery","China","Project ID: P114107: Two percent, or USD$14,200,000, of this USD$710,000,000 IBRD loan is allocated to Energy and mining (District heating and energy efficiency services) (2%). The objective of the Wenchuan Earthquake Recovery Project for China is to restore essential infrastructure, health, and education services to at least levels existing prior to the Wenchuan Earthquake, and where appropriate, to provide for expansion of services, while reducing the vulnerability to seismic and flood hazards and building capacity of local governments to manage the recovery program. ","","","","Transmission and distribution - not enough info"
315,"CN-CF-Yingkou Economic Dev Zone Heating","China","Project ID: P101521: No project documents available. ","","Carbon Finance","","Supply-side energy efficiency"
316,"Building Capacity & Strengthening Monitoring & Implementation Capability of IIFCL","India","Project ID: P119297: No project documents available. Energy and mining (General energy sector) (25%) ","","","","Policy Loan - Other"
317,"MN-Energy Sector Additional Financing","Mongolia","Project ID: P116166: The objective of the Additional Financing for the Energy Project for Mongolia is to reduce losses and improve the reliability and financial sustainability of electricity distribution companies. The additional credit will help fund urgently needed investments to help avert disruptions in supply of electricity to resident's of Ulaanbaatar (UB) by renovating existing equipment and upgrading portions of the electricity distribution network. The city's power system, including transmission and distribution networks, has been in operation for 40 years and more without the benefit of major technical rehabilitation. The system no longer provides a reliable supply of electricity and cannot accommodate new connections. This situation compounds the risk of system failure, especially during winter months when temperatures regularly plunge to minus 35 degree Celsius. The additional credit will scale-up activities to enhance the impact and development effectiveness; however, no major changes in the focus of the Energy Project are anticipated. Benefits of the additional work include: (a) improving system reliability; (b) reducing system losses; and (c) expanding capacity to accommodate new connections.","","Energy access? ","","Supply-side energy efficiency"
318,"Vietnam Power Sector Reform Development Policy Operation","Vietnam","Project ID: P115874: The objective of the First Power Sector Reform Development Policy Operation Program is to support the Government of Vietnam's implementation of a market for electricity generation, restructuring of the power sector and reform of tariffs that will facilitate effective competition, transparency and predictability, encourage timely generation investment, improve system operational reserve, and provide incentives for efficient use of electricity. Vietnam is implementing an ambitious long term reform of its electric power sector, with the intention of discarding the model of a vertically-integrated utility owned by the state in favor of a competitive market. The purpose of the reform program is to attract a broader range of participants to invest in the power industry. Transparency and competition are to be introduced, tariffs will transition to recover costs, the main power utility will be restructured and demand side efficiency will be promoted. The expected outcome is that the power sector will be better equipped to support economic growth and meet demand for power in terms of quantity and quality, while ensuring reasonable and fair costs to consumers, and efficiency.","","","","Policy Loan - Other"
